File name,Question,Answer,Distractor 1,Distractor 2,Distractor 3,Author
266,Does the girl want candy?,yes,no,,,Penghao
267,How many quarters does the child count on a row?,5,2,3,4,Aura
267,What color is the chair?,blue,golden,yellow,white,Aura
267,What color is the table?,yellow,silver,violet,green,Aura
267,How many rows of quarters are?,2,0,3,11,Aura
267,What kind of coins are on the table?,quarters,pennies,dollars,dimes,Aura
268,How many cups are?,2,4,7,1,Aura
268,What color is the liquid?,blue,white,golden,yellow,Aura
268,What color is the woman's top?,black,yellow,white,orange,Aura
268,What is the first question the woman asks?,Is this stick longer?,Is this stick stronger?,Is this stick yellow?,where is the stick?,Aura
268,How many sticks are on the table?,2,3,4,7,Aura
269,How many kids are in the video?,1,2,0,3,Aura
269,What color is the woman's hair?,blonde,orange,red,brown,Aura
269,How many balls are?,2,0,1,4,Aura
269,What color are the balls?,green,golden,orange,blue,Aura
269,What is the first question the woman asks?,Does this ball have more playdough?,Does this ball have more dots?,Where is this ball?,Who owns this ball?,Aura
270,What does the woman do with the liquid?,pours it,drinks it,spills it,throws it away,Aura
270,Where are they?,classroom,court,floor,backyard,Aura
270,How many empty cups are?,1,5,2,3,Aura
270,What color is the liquid?,red,green,black,blue,Aura
270,What is the first question the woman asks?,Which cup has more?,Which cup is mine?,Which cup is blue?,Which cup is round?,Aura
271,What color is the board on the wall?,yellow,violet,green,magenta,Aura
271,what color is the table?,gray,red,yellow,brown,Aura
271,What color is the liquid?,red,yellow,black,blue,Aura
271,What does the woman ask first?,Do the cups have the same amount of juice?,Do the cups have the same color?,Do the cups look the same?,Where are the cups?,Aura
271,What color is the woman's nailpolish?,pink,golden,green,black,Aura
272,What is on the table next to the cups?,paper,food,cakes,buttons,Aura
272,What color is the children's top?,light blue,green,black,pink,Aura
272,What does the woman ask?,are they equal?,are they green?,are they mine?,are they sold?,Aura
272,What color is the woman's top?,navy,golden,yellow,white,Aura
272,What does the woman do with the liquid?,pours it,changes color,boils it,drinks it,Aura
273,Where are they?,classroom,pool,gym,court,Aura
273,What color are the walls?,light green,brown,green,black,Aura
273,What is the first question the woman asks?,is this fair?,is this mild?,is this yours?,is this cold?,Aura
273,How many pieces of cracker are in front of the children in the beginning?,1,4,0,5,Aura
273,How many pieces of cracker are in front of the woman?,2,0,3,6,Aura
274,What kind of coins are on the table?,nickel,quarters,pennies,dollars,Aura
274,How many nickels are on a row?,5,4,3,0,Aura
274,How many rows of nickels are on the table?,2,6,1,3,Aura
274,What is the first question the woman asks?,do the 2 rows of nickels are the same?,do the 2 rows of nickels are on the table?,do the 2 rows of nickels are golden?,where are the nickels?,Aura
274,What does the boy have installed on his t-shirt?,microphone,speakers,camera,pen,Aura
274,Why does the boy think the upper line has more nickels?,it's longer,it's bigger,he loves the shape of this line,he has no reason,Penghao
274,How many people are there?,2,3,4,5,Penghao
274,What color is the boy's top?,black,white,blue,yellow,Penghao
274,What color is the wall?,white,pink,brown,black,Penghao
274,How many girls are there?,1,3,4,5,Penghao
275,What liquid in the glasses?,water,alcohol,juice,coffee,Aura
275,What is the first question the woman asks?,do the glasses have the same amount?,do the glasses have the same color?,do the glasses have the same number?,do the glasses have the same owner?,Aura
275,How many containers of water are?,3,5,2,6,Aura
275,How many full glasses of water are?,2,1,3,13,Aura
275,What is the boy's name?,James,Jean,Mario,Joel,Aura
275,How many cups are there?,3,2,4,1,Penghao
275,Does James think that there is the same amount of water at first?,yes,no,,,Penghao
275,Does James think that there is the same amount of water then?,no,yes,,,Penghao
276,What is the first question the woman asks?,Is more cranberry juice in this glass?,Is more orange juice in this glass?,Is more cranberry juice in this bottle?,Is more milk in this glass?,Aura
276,How many glasses look the same?,2,4,3,5,Aura
276,What color is the girl's hair?,blonde,red,brown,black,Aura
276,What kind of juice is in the glasses?,cranberry,apple,orange,grape,Aura
276,What color is the table?,beige,black,brown,red,Aura
276,How many glasses are there?,2,3,4,5,Penghao
276,What is it in the glasses?,cranberry juice,wine,blood,coke,Penghao
276,Does the girl think that there is the same amount of water at first?,yes,no,,,Penghao
276,Does the girl think that there is the same amount of water then?,no,yes,,,Penghao
276,How many people are there?,2,3,4,1,Penghao
277,What do the toys have to do?,walk,sing,cry,talk,Aura
277,What is the name of the toys?,Bunny and Lion,Bunny and Zebra,Giraffe and Lion,Giraffe and Goose,Aura
277,What is behind the girl?,a curtain,a painting,a fridge,a yard,Aura
277,What color is the woman's top?,black,violet,yellow,pink,Aura
277,What is the girl's first answer?,They have to walk the same amount.,They have to run away.,They have to walk together.,They have to eat the same amount.,Aura
277,How many people are there?,2,3,4,5,Penghao
277,Does the girl think they walk the same amount at first?,yes,no,,,Penghao
277,Does the girl think they walk the same amount then?,no,yes,,,Penghao
277,How many toys are there?,2,3,4,5,Penghao
277,What is the color of the lion?,yellow,white,pink,blue,Penghao
278,What does the woman ask?,if the glasses have the same amount,if the glasses are broken,if the glasses are on the table,if the bottles have the same amount,Aura
278,What color is the woman's hair?,black,brown,red,blonde,Aura
278,What does the woman do with the liquid?,pours it,drinks it,eats it,throws it away,Aura
278,How many recipients are on the table?,3,1,0,4,Aura
278,What color is the girl's top?,pink,black,brown,green,Aura
278,What color is the wall?,white,pink,brown,black,Penghao
278,How many people are there?,2,3,4,1,Penghao
278,What are they doing here?,testing,dancing,sleeping,cooking,Penghao
278,How many kids are in the room?,1,2,3,4,Penghao
278,Does the girl think the 2 glasses have same amount of the cranberry juice in the beginning?,yes,no,she's not sure about it,they didn't show us the answer,Penghao
279,Where is the TV?,on the TV stand,on the floor,on the balcony,on the microwave,Aura
279,How many glasses are on the table?,3,1,0,4,Aura
279,How many bottles does the woman have?,1,2,3,6,Aura
279,What does the woman pour?,juice,milk,water,wine,Aura
279,What color is the girl's top?,violet,orange,white,blue,Aura
280,What color is the woman's blouse?,blue,yellow,orange,green,Aura
280,How many coins are on the table?,14,16,13,17,Aura
280,What color is the woman's hair?,blonde,brown,black,gray,Aura
280,How many rows of coins are?,2,0,5,14,Aura
280,What coins are on the table?,pennies,dimes,cents,quarters,Aura
